data_export/labels/Animal/30218-f1/2-2439.txt,57.5,70.43436661176133,153.0,70.43436661176133
data_export/labels/Animal/30218-f1/2-2440.txt,147.0,65.25335240430181,78.5,65.25335240430181
data_export/labels/Animal/30218-f1/2-2441.txt,255.5,71.30918594402827,145.5,71.30918594402827
data_export/labels/Animal/30218-f1/2-2442.txt,212.0,52.61178575186362,249.0,52.773099207835045
data_export/labels/Animal/30218-f1/2-2443.txt,93.0,82.0,222.5,82.0
data_export/labels/Animal/30218-f1/2-2444.txt,62.5,69.0,128.0,69.0
data_export/labels/Animal/30218-f1/2-2445.txt,81.0,72.0,89.5,72.0
data_export/labels/Animal/30218-f1/2-2446.txt,113.5,83.48652585896721,90.0,82.21921916437786
data_export/labels/Animal/30218-f1/2-2447.txt,146.5,81.0,157.0,81.0
data_export/labels/Animal/30218-f1/2-2439.txt,57.5,70.43436661176133,153.0,70.43436661176133
data_export/labels/Animal/30218-f1/2-2440.txt,147.0,65.25335240430181,78.5,65.25335240430181
data_export/labels/Animal/30218-f1/2-2439.txt,57.5,70.43436661176133,153.0,70.43436661176133
data_export/labels/Animal/30218-f1/2-2439.txt,57.5,70.43436661176133,153.0,70.43436661176133
data_export/labels/Animal/30218-f1/2-2440.txt,147.0,65.25335240430181,78.5,65.25335240430181
data_export/labels/Animal/30218-f1/2-2441.txt,255.5,71.30918594402827,145.5,71.30918594402827
data_export/labels/Animal/30218-f1/2-2442.txt,212.0,52.61178575186362,249.0,52.773099207835045
data_export/labels/Animal/30218-f1/2-2443.txt,93.0,82.0,222.5,82.0
data_export/labels/Animal/30218-f1/2-2444.txt,62.5,69.0,128.0,69.0
data_export/labels/Animal/30218-f1/2-2445.txt,81.0,72.0,89.5,72.0
data_export/labels/Animal/30218-f1/2-2446.txt,113.5,83.48652585896721,90.0,82.21921916437786
data_export/labels/Animal/30218-f1/2-2447.txt,146.5,81.0,157.0,81.0
data_export/labels/Animal/30218-f1/2-2448.txt,93.0,82.0,222.5,82.0
data_export/labels/Animal/30218-f1/2-2449.txt,68.0,72.0,217.0,72.0
data_export/labels/Animal/30218-f1/2-2450.txt,77.5,42.42640687119285,210.5,42.42640687119285
